"source","target","type","weights"
"Ancla del Este Sp Fish","John Jones","Shareholder",1
"Ancla del Este Sp Fish","Kelly Thompson","Shareholder",1
"Ancla del Este Sp Fish","Larry Haley","Shareholder",1
"Ancla del Este Sp Fish","Michelle Pruitt","Shareholder",1
"Ancla del Este Sp Fish","Roberto Jarvis","Shareholder",1
"Ancla del Este Sp Fish","Shannon Duran","Shareholder",1
"Ancla del Este Sp Fish","Shannon Mendoza","Shareholder",1
"Ancla del Este Sp Fish","Susan Hill","Shareholder",1
"Ancla del Este Tsunami","Julie Cervantes","Shareholder",1
"Ancla del Este Tsunami","Kimberly Hood","Shareholder",1
"Ancla del Este Tsunami","Michael Wall","Company Contacts",1
"Ancla del Este Tsunami","Richard Edwards","Shareholder",1
"Ancla del Este Tsunami","Stuart Snyder","Shareholder",1
"Ancla del Este ОАО","Annette Armstrong","Shareholder",1
"Ancla del Este ОАО","Craig Scott","Shareholder",1
"Ancla del Este ОАО","Donna Blair","Shareholder",1
"Ancla del Este ОАО","Dr. Terri Smith","Company Contacts",1
"Ancla del Este ОАО","Jennifer Ortega","Shareholder",1
"Ancla del Este ОАО","Kevin Collins","Shareholder",1
"Ancla del Este ОАО","Melissa Conner","Shareholder",1
"Ancla del Este ОАО","Michelle Arnold","Shareholder",1
"Ancla del Este ОАО","Rebecca Little","Shareholder",1
"Ancla del Mar Corp","Aaron Rogers","Shareholder",1
"Ancla del Mar Corp","Richard Fry","Shareholder",1
"Ancla del Mar Corp","Taylor Chen","Company Contacts",1
"Ancla del Mar Express","Dr. Earl Cobb","Shareholder",1
"Ancla del Mar Express","Heather Davis","Shareholder",1
"Ancla del Mar Express","Jill Holmes","Shareholder",1
"Ancla del Mar Express","Kevin Castillo","Company Contacts",1
"Ancla del Mar Express","Rebecca Wade","Shareholder",1
"Ancla del Mar LC","Jennifer Black","Company Contacts",1
"Ancla del Mar LC","Natalie Crawford","Shareholder",1
"Ancla del Mar LC","Nathan Lopez","Shareholder",1
"Ancla del Mar Pic Worldwide","Bradley Christensen","Shareholder",1
"Ancla del Mar Pic Worldwide","Lisa Brady","Company Contacts",1
"Ancla del Mar Pic Worldwide","Manuel Harris","Shareholder",1
"Ancla del Mar Pic Worldwide","Paula Molina","Shareholder",1
"Andaman  GmbH & Co. KG Export","Laura Davis","Company Contacts",1
"Andaman  Jetty S.A. de C.V. Marine ecology","Kimberly Diaz","Shareholder",1
"Andaman  Jetty S.A. de C.V. Marine ecology","Kristi Adams","Shareholder",1
"Andaman  Jetty S.A. de C.V. Marine ecology","Laura Nguyen","Company Contacts",1
"Andersen and Sons","Cynthia Perez","Shareholder",1
"Andersen and Sons","Jennifer Hernandez","Shareholder",1
"Andersen, Warren and Jacobs","Samantha Herrera","Shareholder",1
"Andersen-Beck","Mrs. Kelly Mata","Shareholder",1
"Andersen-Hudson","John Miller","Company Contacts",1
"Andersen-Vasquez","David Roberts","Shareholder",1
"Anderson Group","Chase Rodriguez","Shareholder",1
"Anderson Group","Corey Williams","Shareholder",1
"Anderson Group","Mr. Jeffrey Carson","Shareholder",1
"Anderson Group","Sarah Fox","Shareholder",1
"Anderson Group","Travis Woods","Company Contacts",1
"Anderson Inc","Brandy Cole","Shareholder",1
"Anderson Inc","James Shaw","Company Contacts",1
"Anderson Inc","Jason Sloan","Company Contacts",1
"Anderson Inc","Jose Norton","Shareholder",1
"Anderson Inc","Ryan Johnson","Shareholder",1
"Anderson Ltd","Alexander Lloyd","Shareholder",1
"Anderson Ltd","Erica Perez","Company Contacts",1
"Anderson Ltd","Joseph Kennedy","Shareholder",1
"Anderson PLC","Amanda Massey","Shareholder",1
"Anderson PLC","Martha Moreno","Shareholder",1
"Anderson and Sons","Christopher Nelson","Company Contacts",1
"Anderson and Sons","Jerome Bauer","Company Contacts",1
"Anderson and Sons","John Moore","Shareholder",1
"Anderson and Sons","Luis Knapp","Shareholder",1
"Anderson, Ayers and Hall","Jeffrey Keller","Company Contacts",1
"Anderson, Castaneda and Clark","Amber Richards","Shareholder",1
"Anderson, Clark and Jackson","Russell Walker","Company Contacts",1
"Anderson, Coleman and Boyd","Scott Williams","Shareholder",1
"Anderson, Daniels and Osborne","Tyler Scott","Shareholder",1
"Anderson, Gallagher and Carter","Mia Richardson","Company Contacts",1
"Anderson, Garcia and Lee","Anthony Patel","Company Contacts",1
"Anderson, Hamilton and Mccann","Christine Wilson","Company Contacts",1
"Anderson, Hernandez and Foster","Ms. Kimberly Dunlap","Shareholder",1
"Anderson, Hernandez and Le","Carrie Green","Company Contacts",1
"Anderson, Hull and Torres","Christine Lee","Shareholder",1
"Anderson, James and Burton","Jennifer Oneal","Company Contacts",1
"Anderson, Johnson and Jones","Tammy Smith","Shareholder",1
"Anderson, Johnson and Rice","Antonio May","Shareholder",1
"Anderson, Johnson and Sanchez","Dr. Amber Jones","Shareholder",1
"Anderson, Kelley and Mccormick","Randy Tanner","Shareholder",1
"Anderson, Lee and Huang","Patricia Richardson","Shareholder",1
"Anderson, Leon and Schneider","Tammy Hart","Company Contacts",1
"Anderson, Lewis and Dalton","Justin Gaines","Shareholder",1
"Anderson, Nelson and Frye","Sandy Monroe","Company Contacts",1
"Anderson, Nelson and Ryan","Dorothy Rodriguez","Shareholder",1
"Anderson, Sanders and Steele","Nicole Malone","Company Contacts",1
"Anderson, Tucker and Sims","Patrick Brown","Shareholder",1
"Anderson, Vega and Thomas","Jack Kline","Company Contacts",1
"Anderson, Williams and Perez","Alexander Santos","Company Contacts",1
"Anderson-Bell","Lisa Powers","Shareholder",1
"Anderson-Brewer","Jeremiah Ritter","Shareholder",1
"Anderson-Carter","Jose Ryan","Shareholder",1
"Anderson-Charles","Latasha Moss","Shareholder",1
"Anderson-Coleman","John Shaw","Shareholder",1
"Anderson-Crane","Mark Hernandez","Shareholder",1
"Anderson-Crawford","Lisa Hatfield","Shareholder",1
"Anderson-Harrison","Annette Roberts","Shareholder",1
"Anderson-Mccoy","Donald Key","Shareholder",1
"Anderson-Mccoy","Katherine Martinez","Shareholder",1
"Anderson-Mcpherson","Richard Duncan","Shareholder",1
"Anderson-Miller","Jenny Lane","Shareholder",1
"Anderson-Murphy","Elizabeth Little","Shareholder",1
"Anderson-Myers","Scott Brown","Company Contacts",1
"Anderson-Owen","Elizabeth Moore","Shareholder",1
"Anderson-Perez","Gerald Smith","Company Contacts",1
"Anderson-Robinson","Taylor Perez","Shareholder",1
"Anderson-Ross","Pamela Fisher","Shareholder",1
"Anderson-Snyder","William Olson","Shareholder",1
"Anderson-Stone","Carolyn Shaffer","Shareholder",1
"Anderson-Sullivan","Michael Anderson","Shareholder",1
"Anderson-Tapia","Victoria Hunt","Company Contacts",1
"Anderson-Zimmerman","Jennifer Bradford","Shareholder",1
"Andhra Pradesh   BV Marine life","Katrina Schneider","Company Contacts",1
"Andhra Pradesh   CJSC Merchants","Brent Pena","Shareholder",1
"Andhra Pradesh   CJSC Merchants","Edward Bradshaw","Company Contacts",1
"Andhra Pradesh   CJSC Merchants","Jill Williams","Shareholder",1
"Andhra Pradesh   CJSC Merchants","Matthew Scott","Shareholder",1
"Andhra Pradesh   Incorporated International","Jennifer Ferrell","Company Contacts",1
"Andhra Pradesh   LC Cargo","Rebecca West","Company Contacts",1
"Andhra Pradesh   Limited Liability Company","Carrie Gomez","Shareholder",1
"Andhra Pradesh   Limited Liability Company","John Carpenter","Shareholder",1
"Andhra Pradesh   Limited Liability Company","Julie Dickerson","Shareholder",1
"Andhra Pradesh   Limited Liability Company","Lisa Deleon","Shareholder",1
"Andhra Pradesh   Limited Liability Company","Michelle Rodriguez","Company Contacts",1
"Andhra Pradesh   Ltd. Corporation","Andre Fuller","Shareholder",1
"Andhra Pradesh   Ltd. Corporation","Kathryn Farrell","Shareholder",1
"Andhra Pradesh   Ltd. Corporation","Michele Cunningham","Company Contacts",1
"Andhra Pradesh   Pic Dredge","Jeffrey Waters","Company Contacts",1
"Andhra Pradesh   Plc Cargo","Aaron Weber","Company Contacts",1
"Andhra Pradesh   S.A. de C.V.","Angela Hensley","Shareholder",1
"Andhra Pradesh   S.A. de C.V.","Christy Smith","Shareholder",1
"Andhra Pradesh   S.A. de C.V.","Cynthia Hammond","Shareholder",1
"Andhra Pradesh   S.A. de C.V.","Scott Simpson","Company Contacts",1
"Andhra Pradesh   S.A. de C.V.","William Hughes","Shareholder",1
"Andhra Pradesh   Sextant Oyj Forwading","Carmen Martin MD","Shareholder",1
"Andhra Pradesh   Sextant Oyj Forwading","Carolyn Hamilton","Shareholder",1
"Andhra Pradesh   Sextant Oyj Forwading","Christopher Porter","Shareholder",1
"Andhra Pradesh   Sextant Oyj Forwading","David George","Shareholder",1
"Andhra Pradesh   Sextant Oyj Forwading","Dr. Richard Garcia","Shareholder",1
"Andhra Pradesh   Sextant Oyj Forwading","Jason Caldwell","Shareholder",1
"Andhra Pradesh   Sextant Oyj Forwading","Lauren David","Shareholder",1
"Andhra Pradesh   Sextant Oyj Forwading","Raymond Fischer","Shareholder",1
"Andhra Pradesh   Sextant Oyj Forwading","Shaun Rogers","Shareholder",1
"Andhra Pradesh   Sextant Oyj Forwading","Timothy Noble","Shareholder",1
"Andhra Pradesh  - Ltd. Corporation International","Melissa Vazquez","Company Contacts",1
"Andhra Pradesh  OJSC Marine conservation","Shannon Peterson","Company Contacts",1
"Andhra Pradesh  OJSC Marine conservation","Zachary Bauer","Shareholder",1
"Andhra Pradesh  OJSC Marine ecology","Amy Gilbert","Company Contacts",1
"Andhra Pradesh  OJSC Marine ecology","Angel Potter","Shareholder",1
"Andhra Pradesh  OJSC Marine ecology","Carol Murphy","Shareholder",1
"Andhra Pradesh  OJSC Marine ecology","Virginia Anderson","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Amy Stephens","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Andrew Russell","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Anthony Mccullough","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Ashley Allen","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Brian Simmons","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Christine Quinn","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Deborah Martinez","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Elizabeth Banks","Company Contacts",1
"Andhra Pradesh  Sp Worldwide","Felicia Nash","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Gina Anderson DDS","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Jamie Armstrong","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Jose Yates","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Karen Padilla","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Kenneth Griffith","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Kenneth Smith","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Lauren Marquez","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Marc Whitney","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Mary Miller","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Matthew Pollard","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Miranda Carroll","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Natalie Park","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Nicholas Daugherty","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Nicole Cummings","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Noah Robinson","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Sabrina Johnson","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Sandy Burgess","Shareholder",1
"Andhra Pradesh  Sp Worldwide","Stephanie Downs","Shareholder",1
"Andrade Ltd","Danielle Mann","Shareholder",1
"Andrade-Berger","Renee Nichols","Shareholder",1
"Andrews LLC","Carrie Lee","Shareholder",1
"Andrews Ltd","Sean Perry","Company Contacts",1
"Andrews PLC","Steven Morris","Company Contacts",1
"Andrews and Sons","Richard Ward","Company Contacts",1
"Andrews, Finley and Mcdaniel","Mark Miller","Shareholder",1
"Andrews, Leach and Jordan","Ms. Carmen Baldwin","Shareholder",1
"Andrews, Martin and Johnson","Marie Holland","Company Contacts",1
"Andrews, Padilla and Wells","Emma Martin","Company Contacts",1
"Andrews, Rodriguez and Potts","Brooke Barnes","Shareholder",1
"Andrews, Steele and Johnson","Bryce Matthews","Shareholder",1
"Andrews, Woods and Key","Michael Arias","Shareholder",1
"Andrews-Nichols","Karen Cohen","Shareholder",1
"Andrews-Perry","Steven Young","Company Contacts",1
"Angrapa America Inc Delivery","Cindy Jenkins","Company Contacts",1
"Angrapa Co Marine biology","Ronald Fuller","Company Contacts",1
"Angrapa GmbH & Co. KG Overseas","Lindsey Watson","Company Contacts",1
"Angrapa Limited Liability Company","Derek Evans","Company Contacts",1
"Angrapa S.A. de C.V.","Amanda Conner","Shareholder",1
"Angrapa S.A. de C.V.","Charles Johnson","Shareholder",1
"Angrapa S.A. de C.V.","Elizabeth Gallagher","Shareholder",1
"Angrapa S.A. de C.V.","Joseph Morris","Shareholder",1
"Angrapa S.A. de C.V.","Kathryn Davis","Shareholder",1
"Angrapa S.A. de C.V.","Miguel Dickson","Company Contacts",1
"Angrapa S.A. de C.V.","Sabrina Davis","Company Contacts",1
"Anthony Green  Ltd. Corporation Brothers","Laurie Gentry","Company Contacts",1
"Anthony Ltd. Liability Co Shipyard","Joshua Avery","Company Contacts",1
"Anthony S.A. de C.V. Carriers","Tanya Cross","Company Contacts",1
"Anthony, Morris and Johnson","Monica Jacobs","Company Contacts",1
"Anthony, Vazquez and Melendez","John Powell","Shareholder",1
"Anthony-Jones","Gregory Vincent","Shareholder",1
"Anthony-Mccarthy","Travis Phillips","Shareholder",1
"Anthony-Page","Hunter Martin","Shareholder",1
"Aqua  Marine biology AB Marine biology","Tina Haynes","Company Contacts",1
"Aqua Advancements AB Line","Calvin Carr","Company Contacts",1
"Aqua Advancements LC Jetty","Eileen Rivera MD","Company Contacts",1
"Aqua Advancements Sashimi SE Express","Desiree Abbott","Shareholder",1
"Aqua Advancements Sashimi SE Express","Joshua Wong","Company Contacts",1
"Aqua Advancements Sashimi SE Express","Tammy Adams","Shareholder",1
"Aqua Adventures GmbH Worldwide","Kathleen Faulkner","Company Contacts",1
"Aqua Adventures GmbH Worldwide","Matthew Johnson","Shareholder",1
"Aqua Adventures Ltd. Liability Co","Martin Summers","Company Contacts",1
"Aqua Adventures Ltd. Liability Co","Sarah Townsend","Shareholder",1
"Aqua Adventures N.V. Forwading","Brian White DVM","Shareholder",1
"Aqua Adventures N.V. Forwading","David Austin","Shareholder",1
"Aqua Adventures N.V. Forwading","Gregory Hansen","Company Contacts",1
"Aqua Adventures N.V. Forwading","Holly Cook","Shareholder",1
"Aqua Adventures N.V. Forwading","Mary Ward","Shareholder",1
"Aqua Adventures Seagrass Kga Cargo","Clayton Chaney","Company Contacts",1
"Aqua Adventures Seagrass Kga Cargo","Jake Strickland","Shareholder",1
"Aqua Ambassadors Corporation Consulting","Allen Martin","Shareholder",1
"Aqua Ambassadors Corporation Consulting","Shannon Wilson","Shareholder",1
"Aqua Ambassadors Corporation Consulting","Todd Lawrence","Company Contacts",1
"Aqua Ambassadors Ltd. Liability Co Transit","Paul Moore","Company Contacts",1
"Aqua Ambassadors Sp Family","Cody Santiago","Shareholder",1
"Aqua Ambassadors Sp Family","Daniel Brown","Shareholder",1
"Aqua Ambassadors Sp Family","Holly Griffith","Shareholder",1
"Aqua Ambassadors Sp Family","Jeffrey Davidson","Company Contacts",1
"Aqua Ambassadors Sp Family","Joshua Mcguire","Shareholder",1
"Aqua Ambassadors Sp Family","Matthew Bean","Shareholder",1
"Aqua Ambassadors Sp Family","Shawn Mckee","Shareholder",1
"Aqua Ambassadors Sp Transit","Ashley Barker","Company Contacts",1
"Aqua Ambassadors Sp Transit","Danielle Clarke","Shareholder",1
"Aqua Ambassadors Sp Transit","Donald Jackson","Shareholder",1
"Aqua Ambassadors Sp Transit","Jeffrey Curtis","Shareholder",1
"Aqua Ambassadors Sp Transit","John James","Shareholder",1
"Aqua Ambassadors Sp Transit","Kimberly Nguyen","Shareholder",1
"Aqua Ambassadors Sp Transit","Linda Caldwell","Shareholder",1
"Aqua Ambassadors Sp Transit","Matthew Blevins","Shareholder",1
"Aqua Ambassadors Sp Transit","Michael Oconnor","Shareholder",1
"Aqua Ambassadors Sp Transit","Mr. John Harris DDS","Shareholder",1
"Aqua Ambassadors Sp Transit","Rachel Guzman","Shareholder",1
"Aqua Ambassadors Sp Transit","Raymond Cortez","Shareholder",1
"Aqua Ambassadors Sp Transit","Theresa Carpenter","Shareholder",1
"Aqua Anchor AS Shipping","Donna Garrett","Company Contacts",1
"Aqua Anchor Inc Seaport","Susan Aguilar","Company Contacts",1
"Aqua Anchor Kga Holdings","Anthony Stuart","Shareholder",1
"Aqua Anchor Kga Holdings","Craig Smith","Shareholder",1
"Aqua Anchor Kga Holdings","David Foster","Shareholder",1
"Aqua Anchor Kga Holdings","Ellen Stone","Shareholder",1
"Aqua Anchor Kga Holdings","Heidi Ferguson","Shareholder",1
"Aqua Anchor Kga Holdings","Kenneth Vargas","Shareholder",1
"Aqua Anchor Kga Holdings","Thomas Vaughn","Company Contacts",1
"Aqua Anchor Ltd Line","Cristian Griffin","Shareholder",1
"Aqua Anchor Ltd Line","Jessica Carroll","Shareholder",1
"Aqua Anchor Ltd Line","Travis Richardson","Company Contacts",1
"Aqua Anchor Sagl Marine sanctuary","Amy Estrada","Shareholder",1
"Aqua Anchor Sagl Marine sanctuary","Jason Wilson","Shareholder",1
"Aqua Anchor Sagl Marine sanctuary","Jeffrey Baker","Shareholder",1
"Aqua Anchor Sagl Marine sanctuary","Jennifer Martinez","Shareholder",1
"Aqua Anchor Sagl Marine sanctuary","Jessica Crawford","Shareholder",1
"Aqua Anchor Sagl Marine sanctuary","Joel Braun","Shareholder",1
"Aqua Anchor Sagl Marine sanctuary","Keith Bishop","Shareholder",1
"Aqua Anchor Sagl Marine sanctuary","Kristine Vargas","Shareholder",1
"Aqua Anchor Sagl Marine sanctuary","Laurie Hubbard","Shareholder",1
"Aqua Anchor Sagl Marine sanctuary","Mary Mayer","Shareholder",1
"Aqua Anchor Sagl Marine sanctuary","Randy Chapman","Shareholder",1
"Aqua Anchor Sagl Marine sanctuary","Ryan Roberts","Shareholder",1
"Aqua Anchor Sagl Marine sanctuary","Teresa Schmidt","Company Contacts",1
"Aqua Anchor Sagl Marine sanctuary","Tom Smith","Shareholder",1
"Aqua Anchor Sagl Marine sanctuary","Vanessa Garrett","Shareholder",1
"Aqua Anchor Sagl Marine sanctuary","Vincent Craig","Shareholder",1
"Aqua Anchor Salt spray Ltd Shipping","Darius Rivas","Company Contacts",1
"Aqua Aura Limited Liability Company Services","Michael Morrison","Company Contacts",1
"Aqua Aura Nori Ltd. Corporation Brothers","Cesar Ramos","Company Contacts",1
"Aqua Aura OJSC Cargo","Natalie Valencia","Company Contacts",1
"Aqua Aura SE Marine life","Anthony Hunter","Company Contacts",1
"Aqua Aura SE Marine life","Casey Griffin Jr.","Shareholder",1
"Aqua Aura SE Marine life","Christopher Strickland","Shareholder",1
"Aqua Aura SE Marine life","Craig Lee","Shareholder",1
"Aqua Aura SE Marine life","Dawn Morris MD","Shareholder",1
"Aqua Aura SE Marine life","Dr. Danielle Maxwell","Shareholder",1
"Aqua Aura SE Marine life","Dr. Lisa Gonzalez MD","Shareholder",1
"Aqua Aura SE Marine life","Frederick Green","Shareholder",1
"Aqua Aura SE Marine life","Hayley Brown","Shareholder",1
"Aqua Aura SE Marine life","Heather Erickson","Company Contacts",1
"Aqua Aura SE Marine life","James Cross","Shareholder",1
