"...1","id","group","revenue_group","transboundary","type","Ult_BO","Multi_ent"
345,"Lake Tanganyika  N.V. Consulting","Multi-Industry Company","Unreported","no","Company",NA,NA
346,"Lake Tanganyika  Nori LLC Brothers","Transport-logistics Company","Low","no","Company",NA,NA
347,"Lake Turkana  Marine sanctuary NV and Son's","Fishing-related Company","Low","no","Company",NA,NA
348,"Lake Victoria Catch  Corporation Distribution","unknown","High","no","Company",NA,NA
349,"Lake Victoria Catch  GmbH","Transport-logistics Company","Low","no","Company",NA,NA
350,"Lake Victoria Catch  Oyj Forwading","unknown","Medium","no","Company",NA,NA
351,"Lake Victoria Nile    Co","unknown","Medium","no","Company",NA,NA
352,"Lake Victoria Nile    Corporation","Multi-Industry Company","Unreported","no","Company",NA,NA
353,"Lena  Ltd. Liability Co Buoy","unknown","High","no","Company",NA,NA
354,"Limited Liability Company Ltd. Corporation","Multi-Industry Company","Low","no","Company",NA,NA
355,"Limpopo River  AB Consultants","Fishing-related Company","Low","no","Company",NA,NA
356,"Line S.A. de C.V.","Transport-logistics Company","Low","yes","Company",NA,NA
357,"Ltd S.A. de C.V.","Multi-Industry Company","Unreported","no","Company",NA,NA
358,"Ltd. Corporation Ltd. Corporation","Transport-logistics Company","Low","no","Company",NA,NA
359,"Ltd. Liability Co SRL","Transport-logistics Company","Low","yes","Company",NA,NA
360,"Maacama  Ltd. Liability Co","unknown","High","no","Company",NA,NA
361,"Maacama  S.p.A. Marine ecology","unknown","Medium","no","Company",NA,NA
362,"Madhya Pradesh  Market Marine mist","Fishing-related Company","Low","no","Company",NA,NA
363,"Madhya Pradesh  Market Sashimi","unknown","Medium","no","Company",NA,NA
364,"Madhya Pradesh  Market Shoal GmbH Shipping","Seafood-processing Company","Low","no","Company",NA,NA
365,"Maghreb   S.A. de C.V. Cargo","unknown","Medium","no","Company",NA,NA
366,"Maharashtra  GmbH & Co. KG","Consumer-goods Company","Low","no","Company",NA,NA
367,"Maharashtra Sea  GmbH & Co. KG","unknown","Unreported","no","Company",NA,NA
368,"Maharashtra ers Incorporated Marina","Food Company","High","no","Company",NA,NA
369,"Malabar Sea Catch AB United","unknown","Low","no","Company",NA,NA
370,"Malabar Sea Catch Ltd. Corporation","unknown","High","no","Company",NA,NA
371,"Malawi Rift   Sailboat Oyj Transit","unknown","Unreported","no","Company",NA,NA
372,"Manipur  Market Corp Delivery","unknown","High","no","Company",NA,NA
373,"Manipur  Market Ltd. Liability Co","Fishing-related Company","Unreported","yes","Company",NA,NA
374,"Manipur  Market Sp Forwading","Transport-logistics Company","Unreported","no","Company",NA,NA
375,"Manipur  Market Tide Company Brothers","Food Company","Medium","no","Company",NA,NA
376,"Mar Azul Sp Pelican","Industrial Company","Medium","no","Company",NA,NA
377,"Mar de Cielo AS","Food Company","Unreported","yes","Company",NA,NA
378,"Mar de Cielo Ltd. Corporation","unknown","Unreported","no","Company",NA,NA
379,"Mar de Coral ОАО","Multi-Industry Company","Unreported","yes","Company",NA,NA
380,"Mar de Cristal Corp Transport","unknown","Medium","no","Company",NA,NA
381,"Mar de Cristal Corporation Salt spray","unknown","Medium","no","Company",NA,NA
382,"Mar de Cristal Roe NV Shipping","Transport-logistics Company","Low","no","Company",NA,NA
383,"Mar de Cristal S.A. de C.V.","Transport-logistics Company","Low","no","Company",NA,NA
384,"Mar de Cristalino Captain","unknown","Low","no","Company",NA,NA
385,"Mar de Estrellas A/S Carriers","Consumer-goods Company","Unreported","no","Company",NA,NA
386,"Mar de Estrellas Ges.m.b.H.","Consumer-goods Company","Medium","no","Company",NA,NA
387,"Mar de Estrellas LLC","unknown","Unreported","no","Company",NA,NA
388,"Mar de Plata Company Distribution","Multi-Industry Company","Low","no","Company",NA,NA
389,"Mar de Plata Oceanography","unknown","Medium","no","Company",NA,NA
390,"Mar de Plata S.A. de C.V. Marine conservation","Industrial Company","Medium","no","Company",NA,NA
391,"Mar de Plata Yacht","Transport-logistics Company","Medium","no","Company",NA,NA
392,"Mar de Sirenas SE Delivery","unknown","Unreported","no","Company",NA,NA
393,"Mar de la Aventura SRL","unknown","Unreported","no","Company",NA,NA
394,"Mar de la Aventura Tidepool","Fishing-related Company","Low","no","Company",NA,NA
395,"Mar de la Costa Ltd Rybachit","unknown","Medium","no","Company",NA,NA
396,"Mar de la Felicidad Incorporated","Multi-Industry Company","Low","yes","Company",NA,NA
397,"Mar de la Luna AS Delivery","unknown","Unreported","no","Company",NA,NA
398,"Mar de la Luna BV","unknown","Medium","no","Company",NA,NA
399,"Mar de la Luz Ltd. Liability Co","Food Company","Low","no","Company",NA,NA
400,"Mar de la Vida AG","Multi-Industry Company","Low","no","Company",NA,NA
401,"Mar de la Vida Company","Industrial Company","Low","no","Company",NA,NA
402,"Mar de la Vida Marine life","unknown","High","no","Company",NA,NA
403,"Mar de la Vida Oyj","Multi-Industry Company","Unreported","no","Company",NA,NA
404,"Mar de la Vida Sagl","Multi-Industry Company","Low","no","Company",NA,NA
405,"Mar del Golfo Ltd","unknown","Low","no","Company",NA,NA
406,"Mar del Golfo OJSC","Consumer-goods Company","Low","no","Company",NA,NA
407,"Mar del Golfo Pic Line","unknown","Medium","no","Company",NA,NA
408,"Mar del Norte NV","Seafood-processing Company","Low","yes","Company",NA,NA
409,"Mar del Norte Sp","Food Company","Low","no","Company",NA,NA
410,"Mar del Oeste N.V.","Seafood-processing Company","Low","no","Company",NA,NA
411,"Mar del Paraíso Ges.m.b.H. Transport","unknown","Medium","no","Company",NA,NA
412,"Mar del Paraíso GmbH","Food Company","Unreported","yes","Company",NA,NA
413,"Mar del Paraíso Ltd. Corporation","Industrial Company","Unreported","no","Company",NA,NA
414,"Mar del Paraíso OJSC","unknown","Unreported","no","Company",NA,NA
415,"Mar del Paraíso ОАО","Transport-logistics Company","Unreported","no","Company",NA,NA
416,"Mar y Luna Company","Industrial Company","Low","yes","Company",NA,NA
417,"Mar y Luna Kga","Seafood-processing Company","Low","no","Company",NA,NA
418,"Mar y Luna River LLC Brothers","unknown","High","no","Company",NA,NA
419,"Mar y Luna SRL Carriers","unknown","Unreported","no","Company",NA,NA
420,"Mar y Luna Underwater","unknown","Unreported","no","Company",NA,NA
421,"Mar y Viento Co Shipping","Industrial Company","Low","yes","Company",NA,NA
422,"Mar y Viento Limited Liability Company","Multi-Industry Company","Low","no","Company",NA,NA
423,"Mar y Viento Sp Freight","unknown","Medium","no","Company",NA,NA
424,"Marina Oceanography Limited Liability Company Delivery","Fishing-related Company","Medium","no","Company",NA,NA
425,"Marine Masterminds Ltd. Liability Co","unknown","Unreported","no","Company",NA,NA
426,"Marine Masterminds River Company Brothers","unknown","Unreported","no","Company",NA,NA
427,"Marine Mates Ges.m.b.H. Express","unknown","Unreported","no","Company",NA,NA
428,"Marine Mavericks BV Transit","unknown","Unreported","no","Company",NA,NA
429,"Marine Mavericks Kga Eel","unknown","Medium","no","Company",NA,NA
430,"Marine Muse Pic Marine ecology","Transport-logistics Company","High","no","Company",NA,NA
431,"Mark Leska Sagl Cargo","unknown","Medium","no","Company",NA,NA
432,"Marlin Masters Marine life","Multi-Industry Company","High","no","Company",NA,NA
433,"Marmooska Limited Liability Company","Food Company","Low","no","Company",NA,NA
434,"Marmooska S.A. de C.V.","unknown","Medium","yes","Company",NA,NA
435,"Meghalaya  GmbH Marine sanctuary","unknown","Unreported","no","Company",NA,NA
436,"Meghalaya  Ltd. Liability Co","unknown","Medium","no","Company",NA,NA
437,"Meghalaya  Marine GmbH & Co. KG Import","unknown","Unreported","no","Company",NA,NA
438,"Monarch GmbH & Co. KG","Multi-Industry Company","Medium","no","Company",NA,NA
439,"Nagaland Sea  Limited Liability Company Enterprises","unknown","Medium","no","Company",NA,NA
440,"Nagaland Sea Catch AB Solutions","Transport-logistics Company","Low","no","Company",NA,NA
441,"Nagaland Sea Catch Seabass S.p.A. Cargo","unknown","Unreported","no","Company",NA,NA
442,"Nagaland Sea Catch ОАО Line","Industrial Company","Medium","no","Company",NA,NA
443,"Namib Desert  Ltd. Corporation","unknown","Medium","no","Company",NA,NA
444,"Neptune's Bounty LLC International","Industrial Company","Low","no","Company",NA,NA
445,"Neptune's Harvest LC Transport","Food Company","Low","no","Company",NA,NA
446,"Neptune's Harvest Ltd. Corporation","Fishing-related Company","Low","yes","Company",NA,NA
447,"Neptune's Realm LC Line","unknown","Medium","no","Company",NA,NA
448,"Neptune's Realm Ltd. Corporation","Fishing-related Company","High","no","Company",NA,NA
449,"Neva  S.A. de C.V. Shipping","Seafood-processing Company","Low","no","Company",NA,NA
450,"Niger River   Marine life","unknown","Unreported","no","Company",NA,NA
451,"Niger River Delta  Co -","Multi-Industry Company","Low","no","Company",NA,NA
452,"Niger River Delta  Inc Marine","Transport-logistics Company","Low","no","Company",NA,NA
453,"Niger River Delta  S.p.A.","Transport-logistics Company","Low","no","Company",NA,NA
454,"North AG Marine life","unknown","High","no","Company",NA,NA
455,"North S.A. de C.V. Shipping","unknown","Medium","no","Company",NA,NA
456,"Norwegian Haddock Ltd. Liability Co","unknown","High","no","Company",NA,NA
457,"Norwegian King Crab BV","Consumer-goods Company","Unreported","no","Company",NA,NA
458,"Norwegian King Crab Corporation Worldwide","Seafood-processing Company","Low","no","Company",NA,NA
459,"Norwegian King Crab Kga","unknown","High","no","Company",NA,NA
460,"Norwegian King Crab Ltd","unknown","Medium","no","Company",NA,NA
461,"Norwegian King Crab S.p.A.","unknown","High","yes","Company",NA,NA
462,"Náutica del Mar LC","Seafood-processing Company","Low","no","Company",NA,NA
463,"Náutica del Mar Sagl","unknown","High","no","Company",NA,NA
464,"Náutica del Sol Ges.m.b.H.","Consumer-goods Company","Unreported","yes","Company",NA,NA
465,"Náutica del Sol Seafarer Company Transit","Consumer-goods Company","Low","no","Company",NA,NA
466,"OOO Ltd. Liability Co","Transport-logistics Company","Low","no","Company",NA,NA
467,"Ob River Ltd Forwading","Seafood-processing Company","Unreported","no","Company",NA,NA
468,"Ocean Blue Ges.m.b.H. Overseas","Transport-logistics Company","Low","no","Company",NA,NA
469,"Ocean Blue OJSC Forwading","Seafood-processing Company","Low","no","Company",NA,NA
470,"Ocean Emporium LLC _","Transport-logistics Company","Medium","no","Company",NA,NA
471,"Ocean Oasis BV Industrial","unknown","Medium","no","Company",NA,NA
472,"Ocean Oasis S.A. de C.V. Transport","unknown","Medium","no","Company",NA,NA
473,"Ocean Odyssey & Kga Transport","Industrial Company","Low","no","Company",NA,NA
474,"Ocean Odyssey Charter Boat  CJSC Marine sanctuary","unknown","Unreported","no","Company",NA,NA
475,"Ocean Outlaws Ltd. Corporation Oyster","unknown","High","no","Company",NA,NA
476,"Ocean Quest CJSC Import","unknown","High","no","Company",NA,NA
477,"Ocean Quest Co Transport","unknown","High","no","Company",NA,NA
478,"OceanFront Delights Motorboat LLC Marine","unknown","Low","no","Company",NA,NA
479,"OceanFront Foods Limited Liability Company Marine life","Seafood-processing Company","Medium","no","Company",NA,NA
480,"OceanGem Flotsam GmbH & Co. KG Delivery","Consumer-goods Company","Unreported","no","Company",NA,NA
481,"OceanKing - AS Logistics","unknown","Medium","no","Company",NA,NA
482,"Oceanfront Oases - Ltd. Liability Co Marine life","Fishing-related Company","Low","no","Company",NA,NA
483,"Oceanfront Oasis GmbH & Co. KG Carriers","Consumer-goods Company","Low","yes","Company",NA,NA
484,"Oceanic Blue GmbH & Co. KG","Food Company","Low","no","Company",NA,NA
485,"Oceanic Explorers Plc Salt spray","Consumer-goods Company","Low","no","Company",NA,NA
486,"Oceanic Explorers Tidal flat","unknown","Medium","no","Company",NA,NA
487,"Oceanic Odyssey - S.p.A. Worldwide","unknown","Low","no","Company",NA,NA
488,"OceanicHarvest GmbH & Co. KG Tide","Seafood-processing Company","Medium","no","Company",NA,NA
489,"OceanicOrigin Foods Cargo ship Sagl Shipping","Transport-logistics Company","Low","no","Company",NA,NA
490,"Oceanica SRL Marine biology","Multi-Industry Company","Low","no","Company",NA,NA
491,"Océano de Coral GmbH","unknown","High","no","Company",NA,NA
492,"Odisha  GmbH & Co. KG","unknown","Unreported","no","Company",NA,NA
493,"Odisha  Ltd. Liability Co","Multi-Industry Company","Low","yes","Company",NA,NA
494,"Odisha  S.A. de C.V.","unknown","High","no","Company",NA,NA
495,"Oka  S.A. de C.V.","unknown","Medium","no","Company",NA,NA
496,"Ola Azul Ltd. Liability Co","Transport-logistics Company","Medium","no","Company",NA,NA
497,"Ola de la Costa AS","Multi-Industry Company","Low","no","Company",NA,NA
498,"Ola de la Costa LLC","Seafood-processing Company","Low","no","Company",NA,NA
499,"Ola de la Costa SRL Merchants","unknown","High","no","Company",NA,NA
500,"Ola del Este S.A. de C.V.","unknown","Unreported","no","Company",NA,NA
501,"Ola del Mar Limited Liability Company","unknown","Medium","no","Company",NA,NA
502,"Ola del Mar Plc","Transport-logistics Company","Medium","no","Company",NA,NA
503,"Olas del Mar Ltd","Transport-logistics Company","Unreported","yes","Company",NA,NA
504,"Olas del Mar Oyj Enterprises","Transport-logistics Company","Medium","no","Company",NA,NA
505,"Olas del Mar S.p.A.","unknown","Unreported","no","Company",NA,NA
506,"Olas del Mar Worldwide","Transport-logistics Company","Low","no","Company",NA,NA
507,"Olas del Sur AB and Son's","unknown","Low","no","Company",NA,NA
508,"Olas del Sur Ltd","Multi-Industry Company","Low","no","Company",NA,NA
509,"Orange River   Oyj Investment","unknown","High","no","Company",NA,NA
510,"Orange River   S.p.A. Solutions","unknown","Low","no","Company",NA,NA
511,"Orange River Mouth   BV","Transport-logistics Company","Medium","no","Company",NA,NA
512,"Orange River Mouth   GmbH & Co. KG Shipping","Multi-Industry Company","Low","no","Company",NA,NA
513,"Oranjestad Ltd. Liability Co","Consumer-goods Company","Unreported","no","Company",NA,NA
514,"Orrs S.A. de C.V.","Food Company","Medium","yes","Company",NA,NA
515,"PacificPlates Ltd. Liability Co","Food Company","Low","no","Company",NA,NA
516,"PacificPlates S.A. de C.V.","unknown","Unreported","no","Company",NA,NA
517,"Pao gan OJSC Family","Multi-Industry Company","Low","no","Company",NA,NA
518,"Perla del Mar Co","Industrial Company","Unreported","yes","Company",NA,NA
519,"Perla del Mar Corporation and Son's","Transport-logistics Company","Unreported","no","Company",NA,NA
520,"Perla del Mar Ges.m.b.H. Mussel","Food Company","Medium","no","Company",NA,NA
521,"Perla del Mar OJSC","Multi-Industry Company","Low","no","Company",NA,NA
522,"Perla del Mar Sashimi","Transport-logistics Company","Medium","no","Company",NA,NA
523,"Perla del Mar Whale","Industrial Company","Low","no","Company",NA,NA
524,"Playa Azul Ltd Cargo","Transport-logistics Company","Low","no","Company",NA,NA
525,"Playa Azul Ltd. Liability Co Forwading","Food Company","Low","no","Company",NA,NA
526,"Playa Blanca Kga Marine","Multi-Industry Company","Medium","no","Company",NA,NA
527,"Playa de Arena & Son's","Seafood-processing Company","Unreported","no","Company",NA,NA
528,"Playa de Arena Export","unknown","Medium","no","Company",NA,NA
529,"Playa de Arena Ltd. Corporation Investment","unknown","Unreported","no","Company",NA,NA
530,"Playa de Arena Oyj","unknown","High","no","Company",NA,NA
531,"Playa de Arena S.A. de C.V.","Seafood-processing Company","Unreported","no","Company",NA,NA
532,"Playa de Arena SE","unknown","Medium","no","Company",NA,NA
533,"Playa de Arena Sagl","unknown","Medium","no","Company",NA,NA
534,"Playa de Arena Seaport Inc Solutions","unknown","Low","no","Company",NA,NA
535,"Playa de Coral Hijiki OJSC Transit","Fishing-related Company","Low","no","Company",NA,NA
536,"Playa de Coral Oyj Import","Transport-logistics Company","Unreported","no","Company",NA,NA
537,"Playa de Coral Shipping","Multi-Industry Company","Low","no","Company",NA,NA
538,"Playa de Oro BV","Consumer-goods Company","Unreported","yes","Company",NA,NA
539,"Playa de Oro Distribution","unknown","Low","no","Company",NA,NA
540,"Playa de Oro Inc","Food Company","Low","no","Company",NA,NA
541,"Playa de Oro Inc United","Transport-logistics Company","Low","no","Company",NA,NA
542,"Playa de Oro LLC Worldwide","Multi-Industry Company","Medium","no","Company",NA,NA
